NO,W02:[CH#1]chamber heater press,W04:[CH#1]chamber heater press,W06:[CH#1]chamber heater press,W08:[CH#1]chamber heater press,W10:[CH#1]chamber heater press,W11:[CH#1]chamber heater press,W13:[CH#1]chamber heater press,W15:[CH#1]chamber heater press,W17:[CH#1]chamber heater press,W19:[CH#1]chamber heater press,W21:[CH#1]chamber heater press,W23:[CH#1]chamber heater press,W25:[CH#1]chamber heater press,W02:[CH#1]chamber heater press,W04:[CH#1]chamber heater press,W06:[CH#1]chamber heater press,W07:[CH#1]chamber heater press,W09:[CH#1]chamber heater press,W11:[CH#1]chamber heater press,W13:[CH#1]chamber heater press,W15:[CH#1]chamber heater press,W17:[CH#1]chamber heater press,W19:[CH#1]chamber heater press,W21:[CH#1]chamber heater press,W23:[CH#1]chamber heater press,W24:[CH#1]chamber heater press,W02:[CH#1]chamber heater press,W04:[CH#1]chamber heater press,W06:[CH#1]chamber heater press,W08:[CH#1]chamber heater press,W10:[CH#1]chamber heater press,W11:[CH#1]chamber heater press,W13:[CH#1]chamber heater press,W15:[CH#1]chamber heater press,W17:[CH#1]chamber heater press,W19:[CH#1]chamber heater press,W21:[CH#1]chamber heater press,W23:[CH#1]chamber heater press,W25:[CH#1]chamber heater press,W05:[CH#1]chamber heater press,W16:[CH#1]chamber heater press,W18:[CH#1]chamber heater press,W20:[CH#1]chamber heater press,W22:[CH#1]chamber heater press,W24:[CH#1]chamber heater press,W14:[CH#1]chamber heater press,W16:[CH#1]chamber heater press,W18:[CH#1]chamber heater press,W02:[CH#1]chamber heater press,W04:[CH#1]chamber heater press,W11:[CH#1]chamber heater press,W02:[CH#1]chamber heater press,W04:[CH#1]chamber heater press,W06:[CH#1]chamber heater press,W08:[CH#1]chamber heater press,W10:[CH#1]chamber heater press,W12:[CH#1]chamber heater press,W14:[CH#1]chamber heater press,W16:[CH#1]chamber heater press,W18:[CH#1]chamber heater press,W20:[CH#1]chamber heater press,W22:[CH#1]chamber heater press,W24:[CH#1]chamber heater press,W10:[CH#1]chamber heater press,W12:[CH#1]chamber heater press,W21:[CH#1]chamber heater press,W23:[CH#1]chamber heater press,W25:[CH#1]chamber heater press,W02:[CH#1]chamber heater press,W02:[CH#1]chamber heater press,W04:[CH#1]chamber heater press,W02:[CH#1]chamber heater press,W04:[CH#1]chamber heater press,W06:[CH#1]chamber heater press,W08:[CH#1]chamber heater press,W10:[CH#1]chamber heater press,W12:[CH#1]chamber heater press,W14:[CH#1]chamber heater press,W17:[CH#1]chamber heater press,W19:[CH#1]chamber heater press,W21:[CH#1]chamber heater press,W23:[CH#1]chamber heater press,W25:[CH#1]chamber heater press,W24:[CH#1]chamber heater press,W09:[CH#1]chamber heater press,W05:[CH#1]chamber heater press,W02:[CH#1]chamber heater press,W04:[CH#1]chamber heater press,W06:[CH#1]chamber heater press,W07:[CH#1]chamber heater press,W09:[CH#1]chamber heater press,W11:[CH#1]chamber heater press,W13:[CH#1]chamber heater press,W15:[CH#1]chamber heater press,W17:[CH#1]chamber heater press,W19:[CH#1]chamber heater press,W21:[CH#1]chamber heater press,W23:[CH#1]chamber heater press,W24:[CH#1]chamber heater press,
120,2040,1544,1192,587,1948,682,1125,766,905,1549,1675,1504,1534,2841,1845,39,2191,2193,5233,3304,19,4878,6200,3793,2572,10198,3956,11136,288,11600,1376,3503,2114,11759,3858,5952,12160,2045,7914,12058,12046,12084,20,11784,12173,11159,11515,11945,11685,10859,12224,11846,12237,12275,12237,12237,12211,12224,64,12224,12147,12211,12160,12084,12122,9677,10018,10381,10997,10590,11112,10523,11043,11710,11958,12058,12008,12058,12211,12185,12198,12198,12109,10381,10155,10780,8,18,16,14,15,16,18,18,19,16,15,15,15,
121,815,669,628,377,785,417,527,451,506,670,708,762,777,997,902,34,846,849,1243,1053,16,1215,1595,1111,1098,1522,1137,1861,209,2235,615,1273,827,1655,1122,1570,3427,809,1411,2002,3793,12058,15,2372,5990,11194,11539,11958,11710,10905,12211,11883,12262,12275,12237,12262,12198,12211,53,12211,12160,12198,12147,12109,12109,9688,10028,10435,11054,10590,11136,10545,11054,11759,12008,12058,12008,12046,12185,12160,12160,12173,12109,10403,10176,10814,7,15,13,12,13,13,15,15,16,14,13,13,12,
122,426,376,360,255,416,274,320,289,311,376,387,406,410,537,449,27,432,390,652,562,14,638,683,521,514,660,607,762,171,859,390,578,474,824,596,677,1070,420,724,800,1314,8679,13,889,1303,11229,11564,12008,11759,10928,12237,11908,12262,12275,12262,12237,12198,12224,44,12224,12160,12211,12160,12084,12109,9708,10028,10446,11054,10623,11147,10545,11089,11771,12046,12071,12033,12046,12198,12160,12160,12185,12122,10414,10176,10814,6,13,12,11,11,12,13,13,14,12,11,11,11,
123,299,272,263,191,293,201,240,209,221,271,278,267,270,325,288,21,301,279,368,334,12,362,377,344,313,406,353,452,140,436,260,340,298,425,348,416,504,295,358,466,597,1454,11,446,677,11229,11527,12008,11734,10939,12224,11958,12237,12275,12262,12211,12211,12211,39,12211,12147,12211,12160,12058,12109,9708,10049,10446,11066,10634,11171,10556,11043,11796,12008,12071,11983,12046,12211,12160,12185,12185,12147,10446,10187,10814,5,11,10,10,10,10,11,11,11,10,10,10,10,
124,216,201,196,158,211,166,183,171,179,200,203,209,210,243,221,17,216,216,249,248,10,264,272,238,236,267,260,289,119,305,194,252,215,297,240,272,338,213,261,294,348,641,10,309,377,11253,11588,12033,11771,10939,12237,11958,12262,12262,12262,12211,12211,12211,34,12211,12109,12198,12147,12058,12084,9698,10081,10446,11089,10634,11171,10545,11089,11808,12008,12058,11995,12033,12211,12185,12147,12185,12122,10457,10198,10825,4,10,9,8,8,9,10,10,10,9,9,8,8,
125,175,159,156,132,165,136,147,140,145,158,160,163,164,184,171,14,168,167,196,186,9,195,200,181,179,197,194,210,106,217,160,188,175,214,191,200,234,166,194,213,256,400,8,220,253,11277,6002,12046,11796,10974,12237,11983,12262,12262,12211,12211,12185,12185,26,12211,12135,12173,12109,12058,12109,9738,10091,10479,11089,10656,11218,10590,11089,11833,12021,12046,11958,12033,12211,12160,12160,12185,12109,10457,10219,10859,3,8,8,6,7,7,8,9,8,7,7,7,6,
126,143,136,134,113,141,116,128,118,122,135,137,135,135,142,140,12,142,137,156,149,7,155,157,152,151,163,155,172,87,169,133,157,142,166,152,165,178,140,155,173,192,264,7,170,200,7355,1303,6161,11808,11008,12262,12008,12211,12275,12224,11908,12198,12211,21,12211,11600,4239,12109,12084,11958,9738,10113,10479,11124,10656,11229,10590,11089,11858,12046,12033,11958,12033,12211,12185,12147,12185,12109,10501,10230,10871,2,7,6,5,6,6,7,7,7,6,6,6,6,
127,120,116,108,101,120,104,110,103,109,116,117,118,118,124,122,11,120,120,125,130,6,134,136,127,126,134,134,140,67,143,113,130,124,142,131,135,150,120,132,141,153,196,6,144,158,1399,589,1315,11833,10381,11324,11858,12262,12262,11895,2646,2637,11883,17,4125,1731,1376,4379,5977,2148,9738,5744,10501,11136,10690,11229,10601,11112,11858,12033,12046,11958,12008,12185,12185,12147,12185,12122,10479,10219,10893,2,6,5,5,5,5,6,6,6,5,5,5,5,
128,108,102,96,79,104,83,94,87,92,104,102,103,103,111,106,10,105,105,111,111,5,114,116,109,108,114,114,119,56,121,102,112,107,120,112,115,125,104,113,119,132,162,5,121,131,627,377,594,7023,1587,1587,2145,8031,3142,2540,950,953,2637,14,1363,852,615,1390,1570,1003,2323,1562,2762,11147,10701,11241,10590,11112,11858,12033,12046,11958,12008,12173,12185,12160,12173,12122,10501,10241,10893,2,5,5,4,4,5,5,5,5,5,4,4,4,
129,90,84,74,62,88,67,75,66,70,82,84,81,87,94,87,8,89,84,96,96,5,100,98,92,96,103,100,106,47,105,80,101,88,104,97,104,111,87,99,107,113,134,5,108,112,396,255,380,1667,682,684,1008,1424,1039,932,463,521,956,12,610,431,353,616,676,477,894,677,986,11171,10679,11253,10634,11136,11883,12033,12033,11958,12008,12173,12211,12173,12198,12122,10512,10241,10905,1,5,4,3,3,4,5,5,5,4,3,3,3,
130,69,65,58,53,68,52,59,56,59,64,65,67,67,72,70,7,68,68,76,77,4,80,78,74,74,81,81,87,40,90,63,77,72,88,78,81,96,68,80,88,99,111,4,90,101,264,191,256,610,420,379,482,633,555,458,318,316,463,11,352,301,258,355,376,299,506,379,537,11171,10414,3148,10081,7053,11539,12008,12033,11846,12008,12173,12185,12173,12160,12122,10523,10262,10905,1,3,3,2,3,3,3,3,3,3,2,3,2,
131,58,52,49,44,57,45,48,46,48,54,55,54,53,55,56,6,55,54,60,60,3,63,61,58,51,66,63,67,35,70,53,61,57,68,61,64,73,54,62,68,79,100,3,70,78,196,158,191,387,276,274,302,396,332,292,224,224,317,10,241,216,193,260,271,227,314,274,324,2040,1916,1043,1642,1373,1932,4155,9986,2148,5915,12185,11288,11710,12084,11360,10534,10273,10928,1,3,2,2,2,2,3,3,3,2,2,2,2,
132,47,45,42,37,47,38,42,39,41,44,45,44,46,45,46,5,42,45,49,49,2,51,49,48,44,53,51,57,27,58,44,49,47,54,49,54,60,46,50,56,62,81,2,58,61,163,131,159,260,202,201,231,263,232,224,173,181,224,8,192,167,153,193,199,174,238,201,229,972,669,497,708,614,782,1153,1512,834,1292,2624,1996,2316,2247,1998,10018,10273,10928,1,2,2,1,2,2,2,2,2,2,2,2,2,
133,40,38,36,33,40,34,36,34,35,38,38,39,39,40,41,4,37,39,42,42,2,44,43,41,38,44,44,47,22,47,37,40,41,47,41,44,49,39,42,47,51,63,2,48,52,135,113,131,203,166,166,176,177,186,172,146,146,172,7,153,132,124,160,164,142,182,159,185,472,411,335,431,387,458,607,657,476,514,949,800,878,861,682,1634,10273,10939,1,2,2,1,1,2,2,2,2,2,1,1,1,
134,36,33,32,25,34,26,32,27,30,34,34,33,34,34,35,3,32,34,37,37,2,38,36,35,33,39,38,41,18,40,33,35,35,39,37,38,41,35,37,40,44,51,2,40,43,115,101,113,160,136,136,149,149,149,140,123,123,146,6,127,116,110,132,135,124,147,137,149,299,271,234,281,260,292,353,407,277,314,416,417,495,438,377,705,10305,10939,1,1,1,1,1,1,1,2,2,1,1,1,1,
135,29,27,24,20,28,21,24,21,23,26,26,26,27,27,27,3,24,28,32,32,1,32,32,29,25,33,33,35,15,35,25,29,28,34,32,34,37,27,32,35,37,44,1,35,38,103,78,101,132,116,116,125,129,125,119,106,109,119,5,113,102,93,113,115,107,128,116,125,227,211,179,206,193,211,242,268,202,223,293,294,306,305,273,430,4486,3155,1,1,1,1,1,1,1,1,1,1,1,1,1,
136,22,21,19,16,22,17,19,18,19,20,21,21,21,22,22,2,20,22,24,24,1,25,24,23,20,25,26,28,13,28,21,23,23,28,25,26,32,21,24,27,32,38,1,28,33,81,62,78,117,105,104,108,111,111,104,92,92,104,4,98,79,74,102,103,88,111,102,111,175,165,151,170,160,172,193,209,159,180,211,212,218,218,200,280,1188,1046,1,1,1,1,1,1,1,1,1,1,1,1,1,
137,19,17,16,13,18,14,16,15,15,17,17,17,17,18,18,2,16,17,19,19,1,20,19,18,16,21,20,23,11,22,17,18,18,21,19,20,23,18,20,22,25,33,1,22,24,67,52,59,102,84,84,96,96,95,87,71,74,82,3,75,64,59,79,81,71,95,84,96,148,140,122,139,133,140,153,163,136,146,172,166,177,169,158,206,628,565,1,1,1,1,1,1,1,1,1,1,1,1,1,
138,15,15,13,12,15,13,13,12,13,14,14,14,15,14,15,1,14,15,16,16,1,16,16,15,14,17,16,18,10,17,14,15,15,17,16,17,19,15,16,18,20,26,1,18,20,54,43,50,86,65,65,73,77,73,67,56,58,67,3,62,53,48,62,63,57,77,66,73,124,119,106,118,113,123,123,134,116,122,140,141,144,143,136,169,360,337,1,1,1,1,1,1,1,1,1,1,1,1,1,
139,13,12,11,10,13,11,12,11,11,12,12,12,12,13,13,1,12,13,14,13,1,14,14,13,12,14,14,15,9,15,12,13,13,15,14,14,16,12,13,15,16,20,1,15,16,44,38,42,66,55,54,58,60,60,54,48,48,54,2,50,43,42,52,53,47,61,53,61,108,104,82,106,102,106,104,118,101,109,123,119,121,121,115,139,246,236,1,1,1,1,1,1,1,1,1,1,1,1,1,
140,11,11,10,9,11,10,10,10,10,11,11,11,11,11,11,1,10,11,12,12,1,12,12,11,11,12,12,13,7,12,11,11,11,13,12,12,13,11,12,13,14,16,1,13,14,39,33,37,53,45,45,49,49,49,47,40,42,44,2,41,38,36,43,44,41,50,46,49,95,88,67,87,79,87,83,103,83,92,106,104,108,105,101,118,196,189,1,1,1,1,1,1,1,1,1,1,1,1,1,
141,10,10,9,7,10,8,9,8,9,10,10,10,10,10,10,1,9,10,10,10,1,10,10,10,9,11,11,11,6,11,10,10,10,11,10,11,12,10,10,11,12,14,1,11,12,32,25,32,45,38,39,41,42,39,39,35,36,39,2,37,33,32,37,38,35,43,38,43,73,67,54,68,62,71,68,81,64,70,87,88,89,89,81,106,156,152,1,1,1,1,1,1,1,1,1,1,1,1,1,
142,9,8,8,6,8,7,7,7,7,8,8,8,8,8,9,1,8,8,9,9,1,9,9,9,8,9,10,10,5,10,8,9,9,10,9,10,10,8,9,10,11,12,1,10,10,25,20,24,39,34,34,34,36,34,34,31,30,34,1,32,25,24,33,34,28,37,34,37,58,54,45,57,53,56,54,66,52,56,70,67,69,68,64,87,134,127,1,1,1,1,1,1,1,1,1,1,1,1,1,
143,7,7,6,5,7,6,6,6,6,7,7,7,7,7,7,1,6,6,7,7,1,8,7,7,7,8,8,9,5,8,7,7,7,8,8,8,9,7,8,8,10,11,1,8,9,20,16,20,33,27,26,30,32,28,27,22,23,27,1,25,21,19,25,26,22,32,27,32,49,45,39,47,43,46,44,53,45,48,56,54,58,55,51,67,115,113,1,1,1,1,1,1,1,1,1,1,1,1,1,
144,6,6,5,5,6,5,5,5,5,6,6,6,6,6,6,1,6,6,6,6,1,7,6,6,5,6,7,7,3,7,6,6,6,7,6,7,7,6,6,7,8,10,1,7,8,16,14,16,27,22,22,22,24,22,21,18,19,21,1,20,17,15,20,20,18,25,21,22,41,39,34,40,37,40,39,44,38,40,46,46,47,47,44,56,101,99,1,1,1,1,1,1,1,1,1,1,1,1,1,
145,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,1,6,5,5,5,6,6,6,3,6,5,5,5,6,5,6,6,5,5,6,7,8,1,6,6,13,12,13,21,18,17,19,19,18,17,15,16,17,1,16,14,13,16,17,15,20,17,18,35,34,26,35,33,35,34,39,33,34,41,39,40,40,38,47,82,76,1,1,1,1,1,1,1,1,1,1,1,1,1,
146,5,4,4,3,5,3,4,3,4,4,4,4,5,4,5,1,4,4,5,5,1,5,5,5,4,5,5,5,2,5,4,5,4,5,5,5,5,5,5,5,6,6,1,5,5,12,10,12,17,14,14,15,16,15,14,13,13,15,1,14,12,12,14,14,13,17,14,15,32,26,20,28,25,26,26,33,26,29,35,34,35,34,34,39,64,63,1,1,1,1,1,1,1,1,1,1,1,1,1,
147,4,3,3,2,3,3,3,3,3,3,3,3,3,3,4,1,3,3,4,4,1,4,4,4,3,4,4,5,2,4,3,4,3,5,4,4,5,3,4,5,5,6,1,4,5,10,9,10,15,13,13,13,14,13,12,11,11,12,1,12,11,10,12,12,11,14,12,13,23,21,17,22,20,20,21,25,20,22,27,27,28,28,26,35,52,51,1,1,1,1,1,1,1,1,1,1,1,1,1,
148,3,3,2,2,3,2,2,2,2,3,3,3,3,2,3,1,2,3,3,3,1,3,3,3,2,3,3,3,2,3,3,3,3,3,3,3,4,3,3,4,4,5,1,3,4,9,7,9,12,11,11,11,12,11,11,10,10,11,1,10,9,9,10,11,10,12,11,11,19,17,14,18,17,17,17,20,17,18,21,21,22,22,20,28,45,42,1,1,1,0,1,1,1,1,1,1,1,1,1,
149,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,3,3,1,3,2,2,2,3,2,3,3,2,2,3,3,4,1,3,3,7,6,8,11,10,10,10,11,10,10,9,9,10,1,9,8,7,9,10,9,11,10,10,16,14,12,15,14,14,14,16,14,15,18,17,18,17,17,22,38,38,1,1,1,0,1,1,1,1,1,1,1,1,1,
150,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,3,1,2,2,6,5,6,10,8,8,9,9,8,8,7,7,8,1,8,7,6,8,8,7,10,8,8,13,12,11,13,12,12,13,14,12,13,15,15,15,15,14,18,33,33,0,1,1,0,1,1,1,1,1,1,1,1,1,
151,2,2,1,1,2,1,1,1,1,2,2,2,2,1,2,1,1,1,2,2,1,2,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,5,4,5,8,7,7,7,7,7,7,6,6,7,1,6,6,5,6,7,6,8,6,7,11,10,10,11,11,11,11,12,11,11,13,13,13,13,12,15,27,24,0,1,1,0,1,1,1,1,1,1,1,1,1,
152,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,1,1,2,1,1,2,2,2,1,1,2,5,3,5,7,6,6,6,6,6,6,5,5,6,1,5,5,5,5,6,5,7,5,6,10,9,8,10,9,9,10,10,10,10,11,11,11,11,11,13,21,20,0,1,1,0,1,1,1,1,1,1,1,1,1,
153,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,4,2,4,6,5,5,5,5,5,5,5,5,5,1,5,4,4,5,5,5,6,5,5,9,7,7,9,7,8,8,10,8,8,10,10,10,10,10,11,17,17,0,1,0,0,0,1,1,1,1,1,1,1,0,
154,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,3,5,5,5,5,5,5,4,4,4,4,1,4,3,3,4,4,4,5,4,5,7,6,6,7,6,6,7,8,7,7,8,8,8,8,8,10,15,14,0,1,0,0,0,0,1,1,1,1,0,0,0,
155,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,5,3,3,4,4,4,3,3,3,3,1,3,3,2,3,3,3,4,3,4,6,5,5,6,5,5,6,6,6,6,7,7,7,7,7,8,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,
156,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,3,3,3,3,3,3,3,2,2,3,1,2,2,2,2,3,2,3,2,3,5,5,4,5,5,5,5,6,5,5,6,6,6,6,6,7,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,
157,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,3,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,3,2,2,5,4,3,5,4,4,4,5,4,5,5,5,5,5,5,6,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,
158,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,2,4,3,3,4,3,3,3,4,3,4,5,4,5,4,4,5,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,
159,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,2,3,2,2,3,2,3,3,3,2,3,3,3,4,3,3,5,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,
160,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,4,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,
161,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,3,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,
162,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,2,1,2,2,2,2,2,2,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,
163,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
164,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
165,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
166,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
167,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
168,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
169,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
170,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
171,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
172,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
173,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,
174,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,
175,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,
176,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,
177,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,
178,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,
